user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
139,1506826739550876,1506826739000,2,288431,1506827482029,4,4,2,1,21,2
140,1506826741246877,1506826741000,2,183367,1506826844196,4,1,17,1,15,1
140,1506826741246877,1506826741000,2,96663,1506826874196,4,1,17,1,15,1
141,1506826741284878,1506826741000,2,119592,1506829978669,4,3,2,1,25,2
141,1506826741284878,1506826741000,2,284847,1506830008669,4,3,2,1,25,2
142,1506826748402879,1506826748000,2,119592,1506826908762,4,3,2,1,24,1
142,1506826748402879,1506826748000,2,293264,1506826938762,4,3,2,1,24,1
143,1506826753261880,1506826753000,3,108854,1506827062975,4,1,12,1,21,2
143,1506826753261880,1506826753000,3,157541,1506827130024,4,1,12,1,21,2
143,1506826753261880,1506826753000,3,145166,1506827160024,4,1,12,1,21,2
144,1506826754203881,1506826754000,2,182456,1506827145364,4,1,17,1,9,1
144,1506826754203881,1506826754000,2,284847,1506827175364,4,1,17,1,9,1
145,1506826761132882,1506826761000,2,96180,1506827665138,4,1,12,1,8,5
145,1506826761132882,1506826761000,2,119592,1506827695138,4,1,12,1,8,5
146,1506826762418883,1506826762000,2,119592,1506826885647,4,1,17,1,24,2
146,1506826762418883,1506826762000,2,68866,1506826915647,4,1,17,1,24,2
147,1506826771398884,1506826771000,3,119592,1506827650640,4,3,2,1,7,2
147,1506826771398884,1506826771000,3,66457,1506827822630,4,3,2,1,7,1
147,1506826771398884,1506826771000,3,64305,1506827852630,4,3,2,1,7,1
148,1506826775250885,1506826775000,2,235840,1506827301574,4,1,17,1,13,2
148,1506826775250885,1506826775000,2,284847,1506827331574,4,1,17,1,13,2
149,1506826780136886,1506826780000,2,145166,1506826831267,4,3,20,1,26,2
149,1506826780136886,1506826780000,2,304583,1506826861267,4,3,20,1,26,2
150,1506826780245887,1506826780000,2,145166,1506827185062,4,3,2,1,7,2
150,1506826780245887,1506826780000,2,83576,1506827215062,4,3,2,1,7,2
151,1506826787110888,1506826787000,2,119592,1506827166231,4,3,2,1,4,2
151,1506826787110888,1506826787000,2,363291,1506827196231,4,3,2,1,4,2
152,1506826788141889,1506826788000,4,119592,1506828434223,2,4,20,1,7,2
152,1506826788141889,1506826788000,4,168868,1506828532237,2,4,20,1,7,1
152,1506826788141889,1506826788000,4,106984,1506828596083,2,4,20,1,7,1
152,1506826788141889,1506826788000,4,106886,1506828626083,2,4,20,1,7,1
153,1506826788896890,1506826788000,3,157541,1506826847697,4,3,20,1,24,2
153,1506826788896890,1506826788000,3,207122,1506826953023,4,3,20,1,24,1
153,1506826788896890,1506826788000,3,288431,1506826983023,4,3,20,1,24,1
154,1506826793323891,1506826793000,2,96663,1506826804207,4,3,2,1,25,7
154,1506826793323891,1506826793000,2,108854,1506826834207,4,3,2,1,25,7
155,1506826793302892,1506826793000,2,157541,1506826976135,4,3,20,1,25,2
155,1506826793302892,1506826793000,2,207122,1506827006135,4,3,20,1,25,2
156,1506826797169893,1506826797000,2,235840,1506828881868,4,3,20,1,13,2
156,1506826797169893,1506826797000,2,145166,1506828911868,4,3,20,1,13,2
157,1506826804396894,1506826804000,8,270847,1506827095443,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,285412,1506827238979,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,236682,1506827434847,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,272947,1506827626131,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,271672,1506827736219,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,234427,1506827810725,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,239687,1506827860484,4,3,2,1,20,1
157,1506826804396894,1506826804000,8,251735,1506827890484,4,3,2,1,20,1
158,1506826814307895,1506826814000,2,68866,1506827886382,4,1,12,1,25,1
158,1506826814307895,1506826814000,2,283819,1506827916382,4,1,12,1,25,1
159,1506826824233896,1506826824000,3,108854,1506827590861,4,1,17,1,25,2
159,1506826824233896,1506826824000,3,284847,1506832583086,4,1,17,1,25,2
159,1506826824233896,1506826824000,3,207122,1506832613086,4,1,17,1,25,2
160,1506826825256897,1506826825000,3,156543,1506876099466,4,1,17,1,8,4
160,1506826825256897,1506826825000,3,336430,1506884904317,4,1,17,1,8,2
160,1506826825256897,1506826825000,3,182394,1506884934317,4,1,17,1,8,2
161,1506826828110898,1506826828000,2,108854,1506829258552,4,3,2,1,13,2
161,1506826828110898,1506826828000,2,284847,1506829288552,4,3,2,1,13,2
162,1506826831235899,1506826831000,2,119592,1506827517942,4,1,17,1,21,2
162,1506826831235899,1506826831000,2,96663,1506827547942,4,1,17,1,21,2
163,1506826854337900,1506826854000,3,132840,1506826936350,4,3,20,1,16,1
163,1506826854337900,1506826854000,3,133042,1506827051996,4,3,20,1,16,1
163,1506826854337900,1506826854000,3,132387,1506827081996,4,3,20,1,16,1
164,1506826856175901,1506826856000,2,235840,1506827534239,2,4,2,1,16,2
164,1506826856175901,1506826856000,2,207122,1506827564239,2,4,2,1,16,2
165,1506826863308902,1506826863000,2,108854,1506826914622,4,3,2,1,21,1
165,1506826863308902,1506826863000,2,235840,1506826944622,4,3,2,1,21,1
166,1506826863110903,1506826863000,2,108854,1506826919994,4,3,19,1,8,1
166,1506826863110903,1506826863000,2,119592,1506826949994,4,3,19,1,8,1
167,1506826864238904,1506826864000,2,119592,1506826917464,4,1,17,1,25,1
167,1506826864238904,1506826864000,2,207122,1506826947464,4,1,17,1,25,1
168,1506826865213905,1506826865000,3,235840,1506827001428,4,3,2,1,17,2
168,1506826865213905,1506826865000,3,108854,1506827112573,4,3,2,1,17,2
168,1506826865213905,1506826865000,3,119592,1506827142573,4,3,2,1,17,2
169,1506826866461906,1506826866000,5,235840,1506828236991,4,3,2,1,17,2
169,1506826866461906,1506826866000,5,270564,1506828327763,4,3,2,1,17,1
169,1506826866461906,1506826866000,5,270225,1506828383220,4,3,2,1,17,1
169,1506826866461906,1506826866000,5,272947,1506828470745,4,3,2,1,17,1
169,1506826866461906,1506826866000,5,96663,1506828500745,4,3,2,1,17,1
170,1506826867320907,1506826867000,2,145166,1506827027784,4,3,2,1,20,2
170,1506826867320907,1506826867000,2,119592,1506827057784,4,3,2,1,20,2
171,1506826882379908,1506826882000,2,119592,1506827853665,4,4,2,1,21,2
171,1506826882379908,1506826882000,2,277681,1506827883665,4,4,2,1,21,2
172,1506826896294909,1506826896000,2,96663,1506826896330,4,3,20,1,25,2
172,1506826896294909,1506826896000,2,288431,1506826926330,4,3,20,1,25,2
173,1506826903262910,1506826903000,2,272947,1506826903053,4,1,17,1,20,6
173,1506826903262910,1506826903000,2,271971,1506826933053,4,1,17,1,20,6
174,1506826906285911,1506826906000,2,145166,1506826906406,4,3,2,1,15,4
174,1506826906285911,1506826906000,2,168868,1506826936406,4,3,2,1,15,4
175,1506826909117912,1506826909000,2,284847,1506827023844,4,3,2,1,11,1
175,1506826909117912,1506826909000,2,157541,1506827053844,4,3,2,1,11,1
176,1506826911349913,1506826911000,4,119592,1506826991034,4,3,2,1,27,2
176,1506826911349913,1506826911000,4,362816,1506827939485,4,3,2,1,27,1
176,1506826911349913,1506826911000,4,363291,1506827970819,4,3,2,1,27,1
176,1506826911349913,1506826911000,4,97480,1506828000819,4,3,2,1,27,1
177,1506826912231914,1506826912000,2,235840,1506826968317,4,3,20,1,24,2
177,1506826912231914,1506826912000,2,96663,1506826998317,4,3,20,1,24,2
178,1506826914409915,1506826914000,3,284847,1506827682852,4,1,17,1,25,1
178,1506826914409915,1506826914000,3,233769,1506828161145,4,1,17,1,25,1
178,1506826914409915,1506826914000,3,361714,1506828191145,4,1,17,1,25,1
179,1506826919387916,1506826919000,2,108854,1506827073342,4,3,20,1,21,2
179,1506826919387916,1506826919000,2,235840,1506827103342,4,3,20,1,21,2
180,1506826921881917,1506826921000,2,68866,1506828394195,4,3,2,1,8,2
180,1506826921881917,1506826921000,2,96663,1506828424195,4,3,2,1,8,2
181,1506826925415918,1506826925000,2,96663,1506827345684,4,3,2,1,25,2
181,1506826925415918,1506826925000,2,288431,1506827375684,4,3,2,1,25,2
182,1506826926442919,1506826926000,2,108854,1506827022654,4,3,20,1,6,2
182,1506826926442919,1506826926000,2,96663,1506827052654,4,3,20,1,6,2
183,1506826927304920,1506826927000,10,159359,1506826949562,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,96663,1506826965600,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,207122,1506827044856,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,141517,1506827058224,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,284847,1506827065169,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,162286,1506827284764,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,119592,1506827302989,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,263974,1506827328981,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,157861,1506827346653,4,1,17,1,13,1
183,1506826927304920,1506826927000,10,114428,1506827376653,4,1,17,1,13,1
184,1506826928133921,1506826928000,2,108854,1506826938849,4,3,2,11,28,1
184,1506826928133921,1506826928000,2,207122,1506826968849,4,3,2,11,28,1
185,1506826929349922,1506826929000,3,30169,1506827132384,4,3,2,1,5,1
185,1506826929349922,1506826929000,3,168868,1506827202741,4,3,2,1,5,1
185,1506826929349922,1506826929000,3,106984,1506827232741,4,3,2,1,5,1
186,1506826934117923,1506826934000,5,119592,1506827279842,4,1,17,1,13,2
186,1506826934117923,1506826934000,5,168701,1506827386454,4,1,17,1,13,1
186,1506826934117923,1506826934000,5,96663,1506827669239,4,1,17,1,13,1
186,1506826934117923,1506826934000,5,64305,1506828013824,4,1,17,1,13,1
186,1506826934117923,1506826934000,5,167245,1506828043824,4,1,17,1,13,1
187,1506826941144924,1506826941000,2,96663,1506827114563,4,3,20,1,25,2
187,1506826941144924,1506826941000,2,288431,1506827144563,4,3,20,1,25,2
188,1506826944467925,1506826944000,2,219917,1506826952782,4,3,19,1,25,7
188,1506826944467925,1506826944000,2,84238,1506826982782,4,3,19,1,25,7
189,1506826948888926,1506826948000,4,119592,1506827731257,4,1,17,1,25,2
189,1506826948888926,1506826948000,4,96663,1506828188669,4,1,17,1,25,2
189,1506826948888926,1506826948000,4,284847,1506828353801,4,1,17,1,25,2
189,1506826948888926,1506826948000,4,288431,1506828383801,4,1,17,1,25,2
190,1506826950332927,1506826950000,5,293264,1506827076482,2,4,2,1,5,1
190,1506826950332927,1506826950000,5,106819,1506827222665,2,4,2,1,5,1
190,1506826950332927,1506826950000,5,205897,1506827408963,2,4,2,1,5,1
190,1506826950332927,1506826950000,5,96663,1506828080282,2,4,2,1,5,1
190,1506826950332927,1506826950000,5,119592,1506828110282,2,4,2,1,5,1
191,1506826951395928,1506826951000,3,119592,1506826993054,4,1,17,1,12,2
191,1506826951395928,1506826951000,3,202436,1506827005281,4,1,17,1,12,2
191,1506826951395928,1506826951000,3,206266,1506827035281,4,1,17,1,12,2
192,1506826952156929,1506826952000,2,207122,1506851603674,4,1,17,1,21,2
192,1506826952156929,1506826952000,2,235840,1506851633674,4,1,17,1,21,2
193,1506826966922930,1506826966000,3,168868,1506826986419,4,3,2,1,25,1
193,1506826966922930,1506826966000,3,283220,1506827034476,4,3,2,1,25,1
193,1506826966922930,1506826966000,3,284847,1506827064476,4,3,2,1,25,1
194,1506826966413931,1506826966000,2,315511,1506826970025,4,1,17,1,9,5
194,1506826966413931,1506826966000,2,339147,1506827000025,4,1,17,1,9,5
195,1506826970386932,1506826970000,2,96663,1506827160903,4,3,20,1,12,2
195,1506826970386932,1506826970000,2,288431,1506827190903,4,3,20,1,12,2
196,1506826972891933,1506826972000,3,119592,1506828257955,4,3,2,1,25,2
196,1506826972891933,1506826972000,3,145166,1506828440655,4,3,2,1,25,1
196,1506826972891933,1506826972000,3,207637,1506828470655,4,3,2,1,25,1
197,1506826983284934,1506826983000,2,108854,1506827046938,4,3,2,1,8,2
197,1506826983284934,1506826983000,2,96663,1506827076938,4,3,2,1,8,2
198,1506826984355935,1506826984000,2,108854,1506827004087,2,3,20,1,6,2
198,1506826984355935,1506826984000,2,202436,1506827034087,2,3,20,1,6,2
199,1506826990733936,1506826990000,4,145166,1506827123297,4,1,17,1,16,2
199,1506826990733936,1506826990000,4,119592,1506827277913,4,1,17,1,16,2
199,1506826990733936,1506826990000,4,202436,1506827307868,4,1,17,1,16,2
199,1506826990733936,1506826990000,4,284847,1506827337868,4,1,17,1,16,2
200,1506826990965937,1506826990000,3,288431,1506828055324,4,1,17,1,24,2
200,1506826990965937,1506826990000,3,108854,1506828262814,4,1,17,1,24,1
200,1506826990965937,1506826990000,3,157077,1506828292814,4,1,17,1,24,1
201,1506826994230938,1506826994000,2,96663,1506827070857,4,3,20,1,25,2
201,1506826994230938,1506826994000,2,288431,1506827100857,4,3,20,1,25,2
202,1506826998406939,1506826998000,2,168868,1506827337775,4,4,20,1,8,1
202,1506826998406939,1506826998000,2,97600,1506827367775,4,4,20,1,8,1
203,1506826998530940,1506826998000,6,96663,1506827020718,4,3,2,1,25,2
203,1506826998530940,1506826998000,6,284847,1506827122066,4,3,2,1,25,1
203,1506826998530940,1506826998000,6,274388,1506827182247,4,3,2,1,25,1
203,1506826998530940,1506826998000,6,288431,1506827613680,4,3,2,1,25,2
203,1506826998530940,1506826998000,6,161498,1506827865186,4,3,2,1,25,1
203,1506826998530940,1506826998000,6,168701,1506827895186,4,3,2,1,25,1
204,1506826998367941,1506826998000,2,108854,1506827027708,4,3,2,1,25,1
204,1506826998367941,1506826998000,2,353669,1506827057708,4,3,2,1,25,1
205,1506827000210942,1506827000000,4,96663,1506827787292,4,3,20,1,21,2
205,1506827000210942,1506827000000,4,159359,1506827963989,4,3,20,1,21,1
205,1506827000210942,1506827000000,4,251735,1506828178745,4,3,20,1,21,1
205,1506827000210942,1506827000000,4,239687,1506828208745,4,3,20,1,21,1
206,1506827004148943,1506827004000,2,119592,1506827507062,4,3,2,1,5,2
206,1506827004148943,1506827004000,2,157541,1506827537062,4,3,2,1,5,2
207,1506827009226944,1506827009000,2,119592,1506827322462,4,3,2,1,24,2
207,1506827009226944,1506827009000,2,96663,1506827352462,4,3,2,1,24,2
208,1506827010291945,1506827010000,2,119592,1506827163821,4,1,17,1,19,1
208,1506827010291945,1506827010000,2,14617,1506827193821,4,1,17,1,19,1
209,1506827013185946,1506827013000,2,36292,1506827013602,4,3,2,1,2,6
209,1506827013185946,1506827013000,2,207122,1506827043602,4,3,2,1,2,6
210,1506827018762947,1506827018000,3,119592,1506827165870,4,1,17,1,25,2
210,1506827018762947,1506827018000,3,288431,1506827296563,4,1,17,1,25,2
210,1506827018762947,1506827018000,3,235840,1506827326563,4,1,17,1,25,2
211,1506827018158948,1506827018000,2,237620,1506827231438,4,3,2,1,21,1
211,1506827018158948,1506827018000,2,205897,1506827261438,4,3,2,1,21,1
212,1506827034260949,1506827034000,6,108854,1506827756703,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,119592,1506827882891,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,205897,1506827958664,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,236294,1506828161604,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,168868,1506828313009,4,3,20,1,21,1
212,1506827034260949,1506827034000,6,167245,1506828343009,4,3,20,1,21,1
213,1506827038110950,1506827038000,3,119592,1506827099560,4,1,17,1,13,2
213,1506827038110950,1506827038000,3,168701,1506827766527,4,1,17,1,13,1
213,1506827038110950,1506827038000,3,363033,1506827796527,4,1,17,1,13,1
214,1506827039326951,1506827039000,3,108854,1506827083499,2,3,20,1,13,2
214,1506827039326951,1506827039000,3,119592,1506827094880,2,3,20,1,13,2
214,1506827039326951,1506827039000,3,96663,1506827124880,2,3,20,1,13,2
215,1506827039231952,1506827039000,3,284847,1506827097422,4,1,17,1,13,2
215,1506827039231952,1506827039000,3,119592,1506829275156,4,1,17,1,13,2
215,1506827039231952,1506827039000,3,68866,1506829305156,4,1,17,1,13,2
216,1506827041376953,1506827041000,2,96663,1506827041150,4,3,2,1,10,6
216,1506827041376953,1506827041000,2,284845,1506827071150,4,3,2,1,10,6
217,1506827047118954,1506827047000,5,288431,1506827327515,4,3,2,1,21,2
217,1506827047118954,1506827047000,5,106819,1506827439155,4,3,2,1,21,1
217,1506827047118954,1506827047000,5,284847,1506827873862,4,3,2,1,21,2
217,1506827047118954,1506827047000,5,96663,1506827906323,4,3,2,1,21,2
217,1506827047118954,1506827047000,5,235840,1506827936323,4,3,2,1,21,2
218,1506827047229955,1506827047000,2,119592,1506829583303,4,1,17,1,25,2
218,1506827047229955,1506827047000,2,96663,1506829613303,4,1,17,1,25,2
219,1506827051147956,1506827051000,2,235840,1506827505313,4,1,17,1,25,2
219,1506827051147956,1506827051000,2,284847,1506827535313,4,1,17,1,25,2
220,1506827051205957,1506827051000,2,235840,1506827085783,4,1,17,1,13,2
220,1506827051205957,1506827051000,2,284847,1506827115783,4,1,17,1,13,2
221,1506827056228958,1506827056000,3,106819,1506827129071,4,3,2,1,25,1
221,1506827056228958,1506827056000,3,207122,1506827237029,4,3,2,1,25,1
221,1506827056228958,1506827056000,3,207129,1506827267029,4,3,2,1,25,1
222,1506827061144959,1506827061000,3,108854,1506827123818,4,1,17,1,9,2
222,1506827061144959,1506827061000,3,157541,1506828546939,4,1,17,1,9,2
222,1506827061144959,1506827061000,3,96663,1506828576939,4,1,17,1,9,2
223,1506827070748960,1506827070000,2,235840,1506827092090,4,1,17,1,11,2
223,1506827070748960,1506827070000,2,118934,1506827122090,4,1,17,1,11,2
224,1506827070317961,1506827070000,2,96663,1506827263809,4,1,17,1,10,2
224,1506827070317961,1506827070000,2,284847,1506827293809,4,1,17,1,10,2
225,1506827075387962,1506827075000,2,108854,1506827278149,4,3,20,1,21,2
225,1506827075387962,1506827075000,2,96663,1506827308149,4,3,20,1,21,2
226,1506827075806963,1506827075000,3,106984,1506827087488,4,3,20,1,8,1
226,1506827075806963,1506827075000,3,159359,1506827144794,4,3,20,1,8,1
226,1506827075806963,1506827075000,3,293264,1506827174794,4,3,20,1,8,1
227,1506827094313964,1506827094000,2,96663,1506827608904,4,3,2,1,16,2
227,1506827094313964,1506827094000,2,288431,1506827638904,4,3,2,1,16,2
228,1506827096167965,1506827096000,2,217717,1506827140432,4,3,2,1,7,1
228,1506827096167965,1506827096000,2,218435,1506827170432,4,3,2,1,7,1
229,1506827099107966,1506827099000,2,48973,1506829073734,4,1,17,1,6,1
229,1506827099107966,1506827099000,2,47716,1506829103734,4,1,17,1,6,1
230,1506827101147967,1506827101000,3,108854,1506827131416,4,1,17,1,8,1
230,1506827101147967,1506827101000,3,64305,1506827327624,4,1,17,1,8,1
230,1506827101147967,1506827101000,3,233671,1506827357624,4,1,17,1,8,1
231,1506827110168968,1506827110000,3,285047,1506827110374,1,3,2,1,25,5
231,1506827110168968,1506827110000,3,293405,1506827231500,4,3,2,1,25,7
231,1506827110168968,1506827110000,3,285415,1506827261500,4,3,2,1,25,7
232,1506827111416969,1506827111000,2,145166,1506827189281,4,3,2,1,25,2
232,1506827111416969,1506827111000,2,285412,1506827219281,4,3,2,1,25,2
